pokedex_no,pokedex_link,img_link2,name,variant,type,type2,gen
914,/wiki/Quaquaval_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bd/Quaquaval.png/70px-Quaquaval.png,Quaquaval,,Water,Fighting,9
915,/wiki/Lechonk_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/86/915Lechonk.png/70px-915Lechonk.png,Lechonk,,Normal,Normal,9
916,/wiki/Oinkologne_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/47/916Oinkologne.png/70px-916Oinkologne.png,Oinkologne,,Normal,Normal,9
917,/wiki/Tarountula_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5b/917Tarountula.png/70px-917Tarountula.png,Tarountula,,Bug,Bug,9
918,/wiki/Spidops_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e6/918Spidops.png/70px-918Spidops.png,Spidops,,Bug,Bug,9
919,/wiki/Nymble_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f6/919Nymble.png/70px-919Nymble.png,Nymble,,Bug,Bug,9
920,/wiki/Lokix_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/57/920Lokix.png/70px-920Lokix.png,Lokix,,Bug,Dark,9
921,/wiki/Pawmi_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/23/921Pawmi.png/70px-921Pawmi.png,Pawmi,,Electric,Electric,9
922,/wiki/Pawmo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/12/922Pawmo.png/70px-922Pawmo.png,Pawmo,,Electric,Fighting,9
923,/wiki/Pawmot_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a4/923Pawmot.png/70px-923Pawmot.png,Pawmot,,Electric,Fighting,9
924,/wiki/Tandemaus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c0/924Tandemaus.png/70px-924Tandemaus.png,Tandemaus,,Normal,Normal,9
925,/wiki/Maushold_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/17/925Maushold.png/70px-925Maushold.png,Maushold,,Normal,Normal,9
926,/wiki/Fidough_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3a/926Fidough.png/70px-926Fidough.png,Fidough,,Fairy,Fairy,9
927,/wiki/Dachsbun_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/48/927Dachsbun.png/70px-927Dachsbun.png,Dachsbun,,Fairy,Fairy,9
928,/wiki/Smoliv_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/24/928Smoliv.png/70px-928Smoliv.png,Smoliv,,Grass,Normal,9
929,/wiki/Dolliv_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9d/929Dolliv.png/70px-929Dolliv.png,Dolliv,,Grass,Normal,9
930,/wiki/Arboliva_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b6/930Arboliva.png/70px-930Arboliva.png,Arboliva,,Grass,Normal,9
931,/wiki/Squawkabilly_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e4/931Squawkabilly.png/70px-931Squawkabilly.png,Squawkabilly,,Normal,Flying,9
932,/wiki/Nacli_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ee/932Nacli.png/70px-932Nacli.png,Nacli,,Rock,Rock,9
933,/wiki/Naclstack_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/eb/933Naclstack.png/70px-933Naclstack.png,Naclstack,,Rock,Rock,9
934,/wiki/Garganacl_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c4/934Garganacl.png/70px-934Garganacl.png,Garganacl,,Rock,Rock,9
935,/wiki/Charcadet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7b/935Charcadet.png/70px-935Charcadet.png,Charcadet,,Fire,Fire,9
936,/wiki/Armarouge_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/dd/936Armarouge.png/70px-936Armarouge.png,Armarouge,,Fire,Psychic,9
937,/wiki/Ceruledge_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ab/937Ceruledge.png/70px-937Ceruledge.png,Ceruledge,,Fire,Ghost,9
938,/wiki/Tadbulb_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2f/938Tadbulb.png/70px-938Tadbulb.png,Tadbulb,,Electric,Electric,9
939,/wiki/Bellibolt_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/da/939Bellibolt.png/70px-939Bellibolt.png,Bellibolt,,Electric,Electric,9
940,/wiki/Wattrel_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/53/940Wattrel.png/70px-940Wattrel.png,Wattrel,,Electric,Flying,9
941,/wiki/Kilowattrel_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/66/941Kilowattrel.png/70px-941Kilowattrel.png,Kilowattrel,,Electric,Flying,9
942,/wiki/Maschiff_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bd/942Maschiff.png/70px-942Maschiff.png,Maschiff,,Dark,Dark,9
943,/wiki/Mabosstiff_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b4/943Mabosstiff.png/70px-943Mabosstiff.png,Mabosstiff,,Dark,Dark,9
944,/wiki/Shroodle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a9/944Shroodle.png/70px-944Shroodle.png,Shroodle,,Poison,Normal,9
945,/wiki/Grafaiai_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/da/945Grafaiai.png/70px-945Grafaiai.png,Grafaiai,,Poison,Normal,9
946,/wiki/Bramblin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/02/946Bramblin.png/70px-946Bramblin.png,Bramblin,,Grass,Ghost,9
947,/wiki/Brambleghast_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ae/947Brambleghast.png/70px-947Brambleghast.png,Brambleghast,,Grass,Ghost,9
948,/wiki/Toedscool_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/20/948Toedscool.png/70px-948Toedscool.png,Toedscool,,Ground,Grass,9
949,/wiki/Toedscruel_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6c/949Toedscruel.png/70px-949Toedscruel.png,Toedscruel,,Ground,Grass,9
950,/wiki/Klawf_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/94/950Klawf.png/70px-950Klawf.png,Klawf,,Rock,Rock,9
951,/wiki/Capsakid_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/aa/951Capsakid.png/70px-951Capsakid.png,Capsakid,,Grass,Grass,9
952,/wiki/Scovillain_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cc/952Scovillain.png/70px-952Scovillain.png,Scovillain,,Grass,Fire,9
953,/wiki/Rellor_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6a/953Rellor.png/70px-953Rellor.png,Rellor,,Bug,Bug,9
954,/wiki/Rabsca_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c8/954Rabsca.png/70px-954Rabsca.png,Rabsca,,Bug,Psychic,9
955,/wiki/Flittle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/da/955Flittle.png/70px-955Flittle.png,Flittle,,Psychic,Psychic,9
956,/wiki/Espathra_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/51/956Espathra.png/70px-956Espathra.png,Espathra,,Psychic,Psychic,9
957,/wiki/Tinkatink_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/54/957Tinkatink.png/70px-957Tinkatink.png,Tinkatink,,Fairy,Steel,9
958,/wiki/Tinkatuff_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/db/958Tinkatuff.png/70px-958Tinkatuff.png,Tinkatuff,,Fairy,Steel,9
959,/wiki/Tinkaton_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/57/959Tinkaton.png/70px-959Tinkaton.png,Tinkaton,,Fairy,Steel,9
960,/wiki/Wiglett_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c3/960Wiglett.png/70px-960Wiglett.png,Wiglett,,Water,Water,9
961,/wiki/Wugtrio_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e7/961Wugtrio.png/70px-961Wugtrio.png,Wugtrio,,Water,Water,9
962,/wiki/Bombirdier_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ac/962Bombirdier.png/70px-962Bombirdier.png,Bombirdier,,Flying,Dark,9
963,/wiki/Finizen_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cd/963Finizen.png/70px-963Finizen.png,Finizen,,Water,Water,9
964,/wiki/Palafin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a6/964Palafin.png/70px-964Palafin.png,Palafin,Zero Form,Water,Water,9
NA,/wiki/Palafin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/53/964Palafin-Hero.png/70px-964Palafin-Hero.png,Palafin,Hero Form,Water,Water,9
965,/wiki/Varoom_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2c/965Varoom.png/70px-965Varoom.png,Varoom,,Steel,Poison,9
966,/wiki/Revavroom_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c1/966Revavroom.png/70px-966Revavroom.png,Revavroom,,Steel,Poison,9
967,/wiki/Cyclizar_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/86/967Cyclizar.png/70px-967Cyclizar.png,Cyclizar,,Dragon,Normal,9
968,/wiki/Orthworm_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/57/968Orthworm.png/70px-968Orthworm.png,Orthworm,,Steel,Steel,9
969,/wiki/Glimmet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/33/969Glimmet.png/70px-969Glimmet.png,Glimmet,,Rock,Poison,9
970,/wiki/Glimmora_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/89/970Glimmora.png/70px-970Glimmora.png,Glimmora,,Rock,Poison,9
971,/wiki/Greavard_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3a/971Greavard.png/70px-971Greavard.png,Greavard,,Ghost,Ghost,9
972,/wiki/Houndstone_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/25/972Houndstone.png/70px-972Houndstone.png,Houndstone,,Ghost,Ghost,9
973,/wiki/Flamigo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d1/973Flamigo.png/70px-973Flamigo.png,Flamigo,,Flying,Fighting,9
974,/wiki/Cetoddle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/28/974Cetoddle.png/70px-974Cetoddle.png,Cetoddle,,Ice,Ice,9
975,/wiki/Cetitan_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a0/975Cetitan.png/70px-975Cetitan.png,Cetitan,,Ice,Ice,9
976,/wiki/Veluza_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e6/976Veluza.png/70px-976Veluza.png,Veluza,,Water,Psychic,9
977,/wiki/Dondozo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b4/977Dondozo.png/70px-977Dondozo.png,Dondozo,,Water,Water,9
978,/wiki/Tatsugiri_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b0/978Tatsugiri.png/70px-978Tatsugiri.png,Tatsugiri,Curly Form,Dragon,Water,9
NA,/wiki/Tatsugiri_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/80/978Tatsugiri-Droopy.png/70px-978Tatsugiri-Droopy.png,Tatsugiri,Droopy Form,Dragon,Water,9
NA,/wiki/Tatsugiri_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e9/978Tatsugiri-Stretchy.png/70px-978Tatsugiri-Stretchy.png,Tatsugiri,Stretchy Form,Dragon,Water,9
979,/wiki/Annihilape_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8c/979Annihilape.png/70px-979Annihilape.png,Annihilape,,Fighting,Ghost,9
980,/wiki/Clodsire_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e7/980Clodsire.png/70px-980Clodsire.png,Clodsire,,Poison,Ground,9
981,/wiki/Farigiraf_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/99/981Farigiraf.png/70px-981Farigiraf.png,Farigiraf,,Normal,Psychic,9
982,/wiki/Dudunsparce_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/96/982Dudunsparce.png/70px-982Dudunsparce.png,Dudunsparce,,Normal,Normal,9
983,/wiki/Kingambit_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a1/983Kingambit.png/70px-983Kingambit.png,Kingambit,,Dark,Steel,9
984,/wiki/Great_Tusk_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/50/984Great_Tusk.png/70px-984Great_Tusk.png,Great Tusk,,Ground,Fighting,9
985,/wiki/Scream_Tail_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5c/985Scream_Tail.png/70px-985Scream_Tail.png,Scream Tail,,Fairy,Psychic,9
986,/wiki/Brute_Bonnet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e1/986Brute_Bonnet.png/70px-986Brute_Bonnet.png,Brute Bonnet,,Grass,Dark,9
987,/wiki/Flutter_Mane_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c5/987Flutter_Mane.png/70px-987Flutter_Mane.png,Flutter Mane,,Ghost,Fairy,9
988,/wiki/Slither_Wing_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/13/988Slither_Wing.png/70px-988Slither_Wing.png,Slither Wing,,Bug,Fighting,9
989,/wiki/Sandy_Shocks_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/98/989Sandy_Shocks.png/70px-989Sandy_Shocks.png,Sandy Shocks,,Electric,Ground,9
990,/wiki/Iron_Treads_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a3/990Iron_Treads.png/70px-990Iron_Treads.png,Iron Treads,,Ground,Steel,9
991,/wiki/Iron_Bundle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/dc/991Iron_Bundle.png/70px-991Iron_Bundle.png,Iron Bundle,,Ice,Water,9
992,/wiki/Iron_Hands_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3f/992Iron_Hands.png/70px-992Iron_Hands.png,Iron Hands,,Fighting,Electric,9
993,/wiki/Iron_Jugulis_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f0/993Iron_Jugulis.png/70px-993Iron_Jugulis.png,Iron Jugulis,,Dark,Flying,9
994,/wiki/Iron_Moth_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/95/994Iron_Moth.png/70px-994Iron_Moth.png,Iron Moth,,Fire,Poison,9
995,/wiki/Iron_Thorns_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3a/995Iron_Thorns.png/70px-995Iron_Thorns.png,Iron Thorns,,Rock,Electric,9
996,/wiki/Frigibax_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cc/996Frigibax.png/70px-996Frigibax.png,Frigibax,,Dragon,Ice,9
997,/wiki/Arctibax_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5a/997Arctibax.png/70px-997Arctibax.png,Arctibax,,Dragon,Ice,9
998,/wiki/Baxcalibur_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/17/998Baxcalibur.png/70px-998Baxcalibur.png,Baxcalibur,,Dragon,Ice,9
999,/wiki/Gimmighoul_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/18/999Gimmighoul.png/70px-999Gimmighoul.png,Gimmighoul,Chest Form,Ghost,Ghost,9
NA,/wiki/Gimmighoul_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3e/999Gimmighoul-Roaming.png/70px-999Gimmighoul-Roaming.png,Gimmighoul,Roaming Form,Ghost,Ghost,9
1000,/wiki/Gholdengo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2d/1000Gholdengo.png/70px-1000Gholdengo.png,Gholdengo,,Steel,Ghost,9
1001,/wiki/Wo-Chien_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d4/1001Wo-Chien.png/70px-1001Wo-Chien.png,Wo-Chien,,Dark,Grass,9
1002,/wiki/Chien-Pao_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/17/1002Chien-Pao.png/70px-1002Chien-Pao.png,Chien-Pao,,Dark,Ice,9
1003,/wiki/Ting-Lu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/12/1003Ting-Lu.png/70px-1003Ting-Lu.png,Ting-Lu,,Dark,Ground,9
1004,/wiki/Chi-Yu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/71/1004Chi-Yu.png/70px-1004Chi-Yu.png,Chi-Yu,,Dark,Fire,9
1005,/wiki/Roaring_Moon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/69/1005Roaring_Moon.png/70px-1005Roaring_Moon.png,Roaring Moon,,Dragon,Dark,9
1006,/wiki/Iron_Valiant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/25/1006Iron_Valiant.png/70px-1006Iron_Valiant.png,Iron Valiant,,Fairy,Fighting,9
1007,/wiki/Koraidon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a2/1007Koraidon.png/70px-1007Koraidon.png,Koraidon,,Fighting,Dragon,9
1008,/wiki/Miraidon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1c/1008Miraidon.png/70px-1008Miraidon.png,Miraidon,,Electric,Dragon,9
